Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Shake It,Santana,Santana IV,2016,4:44,4,0.43,0.926,9,-7.298,1,0.136,0.000814,0.122,0.259,0.579,197.983,14
Leave Me Alone,Santana,Santana IV,2016,4:01,4,0.638,0.767,9,-6.812,0,0.0476,0.198,0.0108,0.127,0.85,122.235,17
Choo Choo,Santana,Santana IV,2016,4:09,4,0.639,0.942,5,-6.776,0,0.0551,0.00373,0.171,0.137,0.747,125.011,13
Freedom in Your Mind,Santana,Santana IV,2016,5:29,4,0.651,0.822,9,-6.151,0,0.0325,0.00998,0.0594,0.0938,0.873,132.998,13
Love Makes the World Go Round,Santana,Santana IV,2016,4:20,4,0.525,0.879,10,-5.736,0,0.123,0.0403,0.0124,0.261,0.812,144.12,15
All Aboard,Santana,Santana IV,2016,2:03,4,0.559,0.996,2,-4.44,0,0.0765,0.000823,0.86,0.152,0.321,125.013,14
Blue Skies,Santana,Africa Speaks,2019,9:08,3,0.45,0.591,7,-4.158,1,0.0429,0.368,0.00136,0.107,0.477,122.522,17
Bembele,Santana,Africa Speaks,2019,5:51,4,0.828,0.904,10,-3.601,0,0.224,0.785,0.00206,0.0797,0.647,125.957,17
Oye Este Mi Canto,Santana,Africa Speaks,2019,5:58,3,0.512,0.819,11,-3.47,0,0.0594,0.0461,0.00015,0.151,0.89,146.178,17
Paraísos Quemados,Santana,Africa Speaks,2019,5:59,4,0.627,0.783,0,-2.715,1,0.037,0.588,0.00618,0.0843,0.864,122.761,16
Africa Speaks,Santana,Africa Speaks,2019,4:47,4,0.424,0.663,5,-2.488,1,0.0977,0.179,0.00516,0.13,0.344,132.018,19
Yo Me Lo Merezco,Santana,Africa Speaks,2019,6:12,4,0.33,0.915,9,-2.464,1,0.0765,0.0733,0.000112,0.113,0.699,140.633,21
Candombe Cumbele,Santana,Africa Speaks,2019,5:36,3,0.502,0.935,2,-1.369,0,0.105,0.349,0.000118,0.12,0.83,104.055,13
Breaking Down The Door,Santana,Africa Speaks,2019,4:30,4,0.723,0.938,2,-1.149,0,0.188,0.275,0.00000307,0.217,0.865,103.015,49
Luna Hechicera,Santana,Africa Speaks,2019,4:47,4,0.491,0.783,9,-0.963,0,0.129,0.489,0,0.0507,0.916,133.423,15
Batonga,Santana,Africa Speaks,2019,5:43,4,0.356,0.942,2,-0.475,0,0.111,0.0143,0.000537,0.25,0.834,139.398,19
Los Invisibles,Santana,Africa Speaks,2019,5:54,4,0.65,0.924,6,-0.203,0,0.0417,0.174,0.00418,0.0974,0.96,99.373,19
Ghost of Future Pull / New Light,Santana,Blessings and Miracles,2021,1:24,4,0.271,0.231,4,-18.018,0,0.0399,0.955,0.039,0.104,0.0525,114.939,21
Ghost Of Future Pull II,Santana,Blessings and Miracles,2021,1:47,4,0.324,0.525,2,-12.649,1,0.0598,0.159,0.631,0.167,0.245,62.863,15
Breathing Underwater,Santana,Blessings and Miracles,2021,3:34,4,0.517,0.579,11,-6.702,0,0.0293,0.602,0.0113,0.118,0.199,141.861,22
Break (feat. Ally Brooke),Santana,Blessings and Miracles,2021,5:16,4,0.575,0.543,10,-6.551,0,0.0293,0.395,0.00000299,0.0517,0.308,95.881,23
Angel Choir / All Together (feat. Chick Corea & Gayle Moran Corea),Santana,Blessings and Miracles,2021,3:17,4,0.548,0.713,5,-6.07,0,0.0331,0.862,0.69,0.119,0.235,87.587,17
Whiter Shade Of Pale (feat. Steve Winwood),Santana,Blessings and Miracles,2021,4:53,4,0.666,0.715,0,-5.999,1,0.0649,0.55,0.0296,0.667,0.792,147.96,40
Song For Cindy,Santana,Blessings and Miracles,2021,3:49,4,0.509,0.887,10,-5.809,1,0.0634,0.151,0.75,0.164,0.458,136.053,19
She’s Fire,Santana,Blessings and Miracles,2021,3:32,4,0.67,0.698,6,-5.235,0,0.119,0.0152,0,0.0811,0.298,90.069,20
Santana Celebration,Santana,Blessings and Miracles,2021,3:18,4,0.587,0.948,1,-4.576,1,0.0841,0.0408,0.729,0.0893,0.6,133.624,23
Joy,Santana,Blessings and Miracles,2021,3:46,4,0.387,0.842,9,-4.385,0,0.0433,0.191,0.000571,0.346,0.646,81.795,53
Rumbalero,Santana,Blessings and Miracles,2021,3:56,4,0.579,0.971,5,-4.091,1,0.205,0.099,0.096,0.401,0.636,127.978,21
Move,Santana,Blessings and Miracles,2021,2:45,4,0.59,0.828,6,-3.351,0,0.0462,0.0131,0,0.1,0.771,120.028,42
Mother Yes,Santana,Blessings and Miracles,2021,4:35,4,0.375,0.972,7,-3.102,1,0.125,0.00106,0.00152,0.105,0.429,135.465,16
Peace Power (feat. Corey Glover),Santana,Blessings and Miracles,2021,4:40,4,0.505,0.968,2,-2.597,1,0.107,0.000214,0.369,0.0821,0.598,136.042,19
America For Sale (feat. Kirk Hammett & Mark Osegueda),Santana,Blessings and Miracles,2021,6:13,4,0.316,0.953,7,-2.016,1,0.127,0.00324,0.0111,0.148,0.317,81.115,18
In Search Of The Peace Of Mind,Scorpions,Lonesome Crow,1972,4:57,4,0.269,0.488,4,-9.622,0,0.033,0.402,0.483,0.449,0.187,101.392,25
Action,Scorpions,Lonesome Crow,1972,3:53,4,0.373,0.664,9,-8.951,0,0.063,0.138,0.157,0.453,0.551,134.289,21
Lonesome Crow,Scorpions,Lonesome Crow,1972,13:28,4,0.23,0.707,11,-8.826,0,0.0904,0.167,0.667,0.11,0.307,85.242,22
Inheritance,Scorpions,Lonesome Crow,1972,4:37,4,0.221,0.56,10,-8.342,1,0.0441,0.172,0.0151,0.104,0.366,87.547,22
It All Depends,Scorpions,Lonesome Crow,1972,3:24,4,0.517,0.868,2,-7.633,1,0.12,0.00919,0.576,0.307,0.739,109.399,25
Leave Me,Scorpions,Lonesome Crow,1972,5:02,4,0.273,0.872,2,-7.626,1,0.128,0.0947,0.302,0.169,0.341,107.405,24
I'm Goin' Mad,Scorpions,Lonesome Crow,1972,4:52,4,0.38,0.867,2,-7.143,1,0.0763,0.0756,0.842,0.188,0.732,95.771,29
Fly to the Rainbow,Scorpions,Fly to the Rainbow,1974,9:40,4,0.291,0.44,4,-13.238,0,0.0385,0.05,0.0694,0.274,0.232,137.62,18
Far Away,Scorpions,Fly to the Rainbow,1974,5:40,4,0.244,0.45,1,-12.772,0,0.0348,0.0965,0.00616,0.323,0.149,140.476,16
This Is My Song,Scorpions,Fly to the Rainbow,1974,4:13,4,0.362,0.751,0,-12.069,1,0.101,0.0021,0.239,0.398,0.684,135.808,22
They Need a Million,Scorpions,Fly to the Rainbow,1974,4:51,4,0.35,0.53,8,-11.847,0,0.0441,0.0109,0.248,0.0954,0.241,151.497,19
Speedy's Coming,Scorpions,Fly to the Rainbow,1974,3:34,4,0.447,0.823,1,-10.683,1,0.109,0.000055,0.348,0.38,0.703,146.038,30
Drifting Sun,Scorpions,Fly to the Rainbow,1974,7:40,4,0.312,0.816,8,-10.478,1,0.0955,0.00519,0.012,0.427,0.401,77.607,21
Fly People Fly,Scorpions,Fly to the Rainbow,1974,5:03,3,0.257,0.482,11,-10.092,0,0.036,0.061,0.00471,0.376,0.494,109.787,18
Night Lights,Scorpions,In Trance,1975,3:13,4,0.338,0.238,1,-17.981,1,0.0286,0.0181,0.696,0.55,0.166,84.601,16
Sun in My Hand,Scorpions,In Trance,1975,4:20,3,0.524,0.505,11,-13.366,0,0.0529,0.0064,0.345,0.238,0.772,127.391,16
In Trance,Scorpions,In Trance,1975,4:42,4,0.341,0.518,11,-13.048,1,0.0578,0.114,0,0.137,0.229,138.025,48
Living and Dying,Scorpions,In Trance,1975,3:19,4,0.347,0.353,3,-12.284,0,0.0306,0.0552,0.0000976,0.0816,0.31,134.754,26
Evening Wind,Scorpions,In Trance,1975,5:01,4,0.238,0.43,6,-12.178,1,0.034,0.0274,0.536,0.61,0.136,129.388,25
Life's Like a River,Scorpions,In Trance,1975,3:48,4,0.322,0.49,3,-11.481,0,0.0469,0.0874,0.00155,0.106,0.642,140.968,31
Longing for Fire,Scorpions,In Trance,1975,2:42,4,0.382,0.688,3,-10.604,0,0.0827,0.0615,0.000456,0.0738,0.67,138.328,21
Top of the Bill,Scorpions,In Trance,1975,3:23,4,0.337,0.685,3,-10.157,0,0.0629,0.00515,0.00446,0.103,0.363,137.467,18
Robot Man,Scorpions,In Trance,1975,2:41,4,0.552,0.658,9,-9.738,1,0.0651,0.0052,0.0489,0.158,0.739,99.251,30
Dark Lady,Scorpions,In Trance,1975,3:25,4,0.261,0.823,3,-9.644,0,0.0694,0.0549,0.000994,0.369,0.367,105.43,31
Yellow Raven,Scorpions,Virgin Killer,1976,5:01,4,0.418,0.283,8,-17.748,0,0.04,0.162,0.0108,0.113,0.302,128.327,27
In Your Park,Scorpions,Virgin Killer,1976,3:42,4,0.499,0.331,6,-14.781,1,0.0388,0.048,0.00129,0.041,0.497,128.131,27
Hell Cat,Scorpions,Virgin Killer,1976,2:55,4,0.524,0.759,5,-13.416,0,0.0621,0.000648,0.0000292,0.337,0.776,119.253,23
Polar Nights,Scorpions,Virgin Killer,1976,5:08,4,0.398,0.662,10,-12.235,0,0.0716,0.00452,0.0663,0.0413,0.772,126.751,23
Crying Days,Scorpions,Virgin Killer,1976,4:37,4,0.237,0.467,6,-12.005,0,0.0414,0.0444,0.000111,0.471,0.432,129.09,23
Backstage Queen,Scorpions,Virgin Killer,1976,3:11,4,0.425,0.682,1,-11.916,1,0.0583,0.00532,0.000489,0.0947,0.638,135.62,23
Virgin Killer,Scorpions,Virgin Killer,1976,3:42,4,0.294,0.896,8,-11.646,1,0.143,0.00196,0.038,0.383,0.312,90.919,26
Pictured Life,Scorpions,Virgin Killer,1976,3:23,4,0.43,0.593,6,-10.974,0,0.0604,0.0164,0.0128,0.346,0.736,132.469,31
Catch Your Train,Scorpions,Virgin Killer,1976,3:35,4,0.214,0.798,1,-9.421,1,0.0581,0.0988,0.0326,0.0874,0.387,159.808,33
Born to Touch Your Feelings (2015 - Remaster),Scorpions,Taken by Force,1977,7:44,4,0.261,0.468,8,-9.383,0,0.0343,0.413,0.00000609,0.161,0.135,88.356,35
Born to Touch Your Feelings (Demo Version),Scorpions,Taken by Force,1977,5:05,3,0.411,0.362,8,-8.311,0,0.0321,0.523,0,0.0541,0.222,122.076,19
Blue Dream (Unfinished Instrumental),Scorpions,Taken by Force,1977,4:10,4,0.414,0.4,6,-7.631,1,0.0321,0.651,0.15,0.0773,0.154,114.228,18
Believe in Love (Demo Version),Scorpions,Taken by Force,1977,3:45,4,0.51,0.523,6,-6.274,1,0.0279,0.0599,0.00000363,0.0825,0.168,128.273,20
The Sails of Charon (2015 - Remaster),Scorpions,Taken by Force,1977,5:11,4,0.362,0.801,7,-6.104,1,0.126,0.00656,0.0504,0.108,0.338,111.077,47
Suspender Love (2015 - Remaster),Scorpions,Taken by Force,1977,3:24,4,0.51,0.606,11,-6.031,1,0.0738,0.0107,0.000217,0.0432,0.777,119.678,21
The Riot of Your Time (2015 - Remaster),Scorpions,Taken by Force,1977,4:13,4,0.326,0.812,3,-5.88,0,0.0472,0.0672,0.000158,0.0734,0.174,144.365,25
Your Light (2015 - Remaster),Scorpions,Taken by Force,1977,4:35,4,0.463,0.713,3,-5.821,1,0.044,0.121,0.00185,0.0473,0.654,113.749,31
We'll Burn the Sky (2015 - Remaster),Scorpions,Taken by Force,1977,6:31,4,0.281,0.763,9,-5.507,0,0.0733,0.0403,0.00043,0.318,0.23,140.383,38
Midnight Blues Jam (Demo),Scorpions,Taken by Force,1977,4:10,3,0.243,0.752,8,-4.367,1,0.0558,0.091,0.00638,0.0894,0.597,198.195,16
I've Got to Be Free (2015 - Remaster),Scorpions,Taken by Force,1977,4:05,4,0.384,0.851,1,-4.104,1,0.0954,0.0056,0.000324,0.0618,0.775,148.667,25
Steamrock Fever (2015 - Remaster),Scorpions,Taken by Force,1977,3:39,4,0.313,0.898,11,-4.026,0,0.109,0.000126,0.00000112,0.071,0.408,101.348,28
He's a Woman – She's a Man (2015 - Remaster),Scorpions,Taken by Force,1977,3:18,4,0.215,0.933,4,-3.657,0,0.207,0.00734,0.000364,0.0729,0.396,167.01,32
Busy Guys (Demo),Scorpions,Taken by Force,1977,4:27,4,0.387,0.954,6,-2.694,1,0.0819,0.00354,0.00035,0.083,0.616,139.29,18
Holiday,Scorpions,Lovedrive,1979,6:31,4,0.437,0.279,2,-14.573,0,0.0325,0.505,0.0161,0.133,0.3,118.019,49
Always Somewhere,Scorpions,Lovedrive,1979,4:57,4,0.511,0.371,0,-12.074,1,0.0298,0.0783,0.000864,0.112,0.185,113.998,57
Is There Anybody There?,Scorpions,Lovedrive,1979,3:57,4,0.62,0.597,4,-11.11,0,0.0391,0.0197,0.000125,0.0431,0.961,135.916,35
Coast To Coast,Scorpions,Lovedrive,1979,4:43,4,0.417,0.565,0,-10.301,1,0.0359,0.000151,0.876,0.0507,0.368,112.844,34
Loving You Sunday Morning,Scorpions,Lovedrive,1979,5:38,4,0.403,0.637,9,-9.745,0,0.037,0.0000757,0.435,0.312,0.31,123.264,36
Another Piece Of Meat,Scorpions,Lovedrive,1979,3:30,4,0.448,0.849,4,-8.736,1,0.0345,0.000517,0.0171,0.405,0.906,102.051,30
Lovedrive,Scorpions,Lovedrive,1979,4:52,4,0.299,0.663,2,-8.658,1,0.0349,0.00238,0.159,0.0787,0.347,141.21,31
Can't Get Enough,Scorpions,Lovedrive,1979,2:37,3,0.19,0.916,9,-8.129,1,0.0754,0.000058,0.0392,0.0368,0.578,136.519,27
Lady Starlight,Scorpions,Animal Magnetism,1980,6:16,4,0.312,0.278,2,-12.643,1,0.0287,0.828,0.297,0.0844,0.0797,109.729,33
Animal Magnetism,Scorpions,Animal Magnetism,1980,5:57,4,0.274,0.58,6,-11.898,0,0.0584,0.000112,0.53,0.278,0.233,105.14,33
Falling In Love,Scorpions,Animal Magnetism,1980,4:11,4,0.476,0.667,9,-11.164,1,0.0589,0.00543,0.654,0.0491,0.24,130.143,28
The Zoo,Scorpions,Animal Magnetism,1980,5:30,4,0.462,0.704,0,-10.177,1,0.0763,0.056,0.184,0.371,0.221,103.004,54
Hold Me Tight,Scorpions,Animal Magnetism,1980,4:00,4,0.48,0.732,5,-9.815,1,0.0415,0.00341,0.181,0.0867,0.562,103.431,26
Don't Make No Promises (Your Body Can't Keep),Scorpions,Animal Magnetism,1980,2:58,4,0.231,0.862,0,-9.782,1,0.0761,0.000675,0.0372,0.247,0.734,209.046,28
Twentieth Century Man,Scorpions,Animal Magnetism,1980,3:04,4,0.405,0.728,9,-8.817,1,0.0342,0.0107,0.831,0.294,0.575,92.723,26
Make It Real,Scorpions,Animal Magnetism,1980,3:49,4,0.587,0.734,10,-8.774,1,0.0602,0.0411,0.00307,0.358,0.697,121.715,35
Only A Man,Scorpions,Animal Magnetism,1980,3:35,4,0.516,0.747,0,-8.673,0,0.0789,0.0105,0.00000929,0.106,0.502,130.871,26
When The Smoke Is Going Down,Scorpions,Blackout,1982,3:50,4,0.44,0.418,2,-11.618,0,0.0259,0.0165,0.0135,0.0791,0.312,97.786,51
China White,Scorpions,Blackout,1982,6:58,4,0.275,0.48,4,-11.383,1,0.0295,0.0014,0.0174,0.116,0.497,78.424,34
You Give Me All I Need,Scorpions,Blackout,1982,3:38,4,0.507,0.647,9,-11.035,0,0.0425,0.0168,0.000369,0.103,0.559,117.413,37
No One Like You,Scorpions,Blackout,1982,3:57,4,0.505,0.631,9,-10.433,0,0.038,0.0203,0.0000221,0.141,0.835,118.178,68
Arizona,Scorpions,Blackout,1982,3:55,4,0.527,0.736,4,-10.134,1,0.0423,0.0229,0.0073,0.131,0.875,123.222,37
Dynamite,Scorpions,Blackout,1982,4:12,4,0.295,0.869,6,-9.901,0,0.0602,0.000211,0.00076,0.438,0.735,114.339,41
Can't Live Without You,Scorpions,Blackout,1982,3:47,4,0.5,0.851,9,-9.777,0,0.0732,0.0337,0.00161,0.0583,0.638,151.785,43
Blackout,Scorpions,Blackout,1982,3:48,4,0.263,0.84,9,-9.757,1,0.0527,0.00676,0.356,0.7,0.714,89.368,49
Now,Scorpions,Blackout,1982,2:34,4,0.257,0.909,4,-9.304,0,0.126,0.000316,0.766,0.119,0.555,190.419,33
Crossfire,Scorpions,Love At First Sting,1984,4:36,4,0.401,0.437,4,-13.84,0,0.0308,0.0052,0.000169,0.143,0.644,93.556,31
As Soon As The Good Times Roll,Scorpions,Love At First Sting,1984,5:03,4,0.385,0.516,11,-13.569,0,0.05,0.177,0.00124,0.311,0.622,130.438,32
Coming Home,Scorpions,Love At First Sting,1984,4:59,4,0.284,0.829,9,-13.27,1,0.0738,0.00117,0.0115,0.077,0.0618,110.495,40
Rock You Like A Hurricane,Scorpions,Love At First Sting,1984,4:12,4,0.482,0.617,4,-12.931,0,0.0458,0.00543,0.000146,0.284,0.718,125.697,71
Still Loving You,Scorpions,Love At First Sting,1984,6:27,4,0.273,0.39,8,-12.384,0,0.0317,0.134,0.00174,0.183,0.0851,103.955,65
I'm Leaving You,Scorpions,Love At First Sting,1984,4:17,4,0.472,0.696,4,-11.956,0,0.0424,0.000427,0.000122,0.0589,0.662,143.079,44
Big City Nights,Scorpions,Love At First Sting,1984,4:09,4,0.532,0.723,9,-11.779,0,0.0333,0.00152,0.00425,0.078,0.866,137.662,56
The Same Thrill,Scorpions,Love At First Sting,1984,3:31,4,0.252,0.933,9,-11.409,1,0.105,0.00107,0.00128,0.395,0.119,120.487,30
Bad Boys Running Wild,Scorpions,Love At First Sting,1984,3:56,4,0.565,0.783,4,-11.385,0,0.0564,0.0253,0.0000442,0.342,0.595,134.497,46
Walking On The Edge,Scorpions,Savage Amusement,1988,5:08,4,0.507,0.512,0,-15.983,1,0.0373,0.154,0.000359,0.306,0.266,87.978,28
Passion Rules The Game,Scorpions,Savage Amusement,1988,4:00,4,0.575,0.872,4,-14.429,0,0.0455,0.0431,0.000473,0.611,0.278,108.898,34
Rhythm Of Love,Scorpions,Savage Amusement,1988,3:48,4,0.348,0.789,7,-13.916,0,0.0329,0.256,0.0419,0.368,0.369,89.268,46
Believe In Love,Scorpions,Savage Amusement,1988,5:24,4,0.521,0.446,3,-13.153,1,0.0297,0.151,0.0213,0.141,0.364,132.561,45
Every Minute Every Day,Scorpions,Savage Amusement,1988,4:22,4,0.516,0.676,11,-12.395,1,0.0308,0.00266,0.0000637,0.0946,0.559,93.87,26
Media Overkill,Scorpions,Savage Amusement,1988,3:33,4,0.607,0.738,2,-12.364,1,0.0517,0.037,0.00013,0.0848,0.753,111.945,24
Love On The Run,Scorpions,Savage Amusement,1988,3:38,4,0.443,0.971,7,-11.517,1,0.0539,0.00016,0.903,0.102,0.378,144.241,21
Don't Stop At The Top,Scorpions,Savage Amusement,1988,4:03,4,0.533,0.761,4,-10.967,0,0.0331,0.00384,0.456,0.405,0.784,113.146,34
We Let It Rock . . . You Let It Roll,Scorpions,Savage Amusement,1988,3:39,4,0.409,0.92,4,-10.849,0,0.0453,0.0000593,0.207,0.403,0.696,75.341,23
Send Me An Angel,Scorpions,Crazy World,1990,4:33,3,0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,70
Wind Of Change,Scorpions,Crazy World,1990,5:12,4,0.452,0.524,0,-10.108,1,0.0351,0.315,0,0.103,0.246,151.505,79
To Be With You In Heaven,Scorpions,Crazy World,1990,4:49,4,0.518,0.819,1,-8.8,1,0.0597,0.0129,0.0443,0.144,0.361,121.426,38
Money And Fame,Scorpions,Crazy World,1990,5:07,4,0.423,0.811,11,-8.729,0,0.0514,0.0019,0.111,0.705,0.38,159.597,29
Tease Me Please Me,Scorpions,Crazy World,1990,4:45,4,0.479,0.965,9,-8.617,1,0.076,0.00428,0.0742,0.113,0.237,132.682,50
Hit Between The Eyes,Scorpions,Crazy World,1990,4:32,4,0.36,0.946,7,-8.515,1,0.0576,0.000351,0.00924,0.117,0.546,171.484,40
Restless Nights,Scorpions,Crazy World,1990,5:47,4,0.487,0.834,9,-8.463,1,0.0443,0.00635,0.0759,0.337,0.478,105.738,33
Don't Believe Her,Scorpions,Crazy World,1990,4:55,4,0.497,0.887,7,-8.077,1,0.0531,0.00185,0.55,0.38,0.341,127.661,45
Lust Or Love,Scorpions,Crazy World,1990,4:22,4,0.427,0.918,0,-8.047,0,0.0609,0.000686,0.00346,0.253,0.256,136.559,35
Crazy World,Scorpions,Crazy World,1990,5:07,4,0.455,0.944,11,-7.843,0,0.0722,0.000429,0.247,0.145,0.172,122.558,36
Kicks After Six,Scorpions,Crazy World,1990,3:49,4,0.4,0.967,11,-7.701,0,0.121,0.012,0.0821,0.332,0.168,169.526,31
Lonely Nights,Scorpions,Face The Heat,1993,8:07,4,0.442,0.556,9,-7.584,0,0.0636,0.0846,0.00000104,0.287,0.117,119.998,38
Woman,Scorpions,Face The Heat,1993,5:56,3,0.353,0.516,4,-6.988,0,0.0302,0.0799,0.156,0.0785,0.1,159.624,31
Under The Same Sun,Scorpions,Face The Heat,1993,4:53,4,0.377,0.84,2,-6.022,1,0.1,0.0128,0.0000271,0.102,0.311,150.349,56
Unholy Alliance,Scorpions,Face The Heat,1993,5:17,4,0.456,0.981,8,-4.791,1,0.0762,0.000512,0.349,0.277,0.43,90.004,22
Ship Of Fools,Scorpions,Face The Heat,1993,4:15,4,0.45,0.962,9,-4.74,1,0.0921,0.00121,0.00173,0.26,0.444,166.055,20
Hate To Be Nice,Scorpions,Face The Heat,1993,3:33,4,0.527,0.975,7,-4.687,1,0.0614,0.000176,0.746,0.849,0.628,121.971,20
Taxman Woman,Scorpions,Face The Heat,1993,4:30,3,0.354,0.993,9,-4.386,0,0.307,0.000375,0.171,0.321,0.183,196.561,19
Nightmare Avenue,Scorpions,Face The Heat,1993,3:54,4,0.577,0.991,8,-4.312,1,0.0673,0.00153,0.518,0.487,0.526,116.467,19
No Pain No Gain,Scorpions,Face The Heat,1993,3:54,4,0.392,0.946,4,-4.024,0,0.121,0.00032,0.763,0.0723,0.292,154.014,35
Alien Nation,Scorpions,Face The Heat,1993,5:43,4,0.457,0.964,8,-3.609,1,0.0582,0.000118,0.762,0.248,0.306,97.972,46
Someone To Touch,Scorpions,Face The Heat,1993,4:28,4,0.523,0.982,0,-3.601,1,0.0617,0.000194,0.808,0.356,0.609,144.087,23
Maybe I Maybe You,Scorpions,Unbreakable,2004,3:30,3,0.296,0.454,2,-6.657,1,0.0269,0.569,0.0000277,0.112,0.16,89.987,29
She Said,Scorpions,Unbreakable,2004,4:32,4,0.492,0.566,0,-5.722,1,0.0307,0.0713,0,0.089,0.224,121.924,10
Through My Eyes,Scorpions,Unbreakable,2004,5:23,4,0.472,0.828,4,-5.33,0,0.0567,0.00538,0.000109,0.38,0.22,107.921,12
New Generation,Scorpions,Unbreakable,2004,5:51,4,0.525,0.839,10,-5.243,1,0.062,0.0155,0.00000414,0.197,0.334,133.035,14
Deep And Dark,Scorpions,Unbreakable,2004,3:37,4,0.519,0.902,8,-5.019,1,0.053,0.0000499,0.07,0.224,0.293,125.054,17
Can You Feel It,Scorpions,Unbreakable,2004,3:47,4,0.534,0.857,8,-4.534,1,0.0473,0.000144,0.000102,0.138,0.333,92.994,11
Love 'Em Or Leave 'Em,Scorpions,Unbreakable,2004,4:03,4,0.405,0.947,8,-4.501,1,0.0945,0.0000174,0.848,0.381,0.525,143.978,14
Blood Too Hot,Scorpions,Unbreakable,2004,4:15,4,0.306,0.934,2,-4.443,0,0.188,0.000467,0.00436,0.121,0.466,173.122,8
My City My Town,Scorpions,Unbreakable,2004,4:55,4,0.53,0.887,2,-4.393,1,0.0643,0.000266,0.00187,0.4,0.407,131.12,8
Remember The Good Times - Retro Garage Mix,Scorpions,Unbreakable,2004,4:24,4,0.513,0.946,5,-4.309,1,0.0872,0.00146,0.214,0.81,0.492,140.04,8
This Time,Scorpions,Unbreakable,2004,3:34,4,0.501,0.979,2,-4.075,1,0.179,0.00121,0.082,0.335,0.339,102.964,7
Borderline,Scorpions,Unbreakable,2004,4:53,4,0.527,0.858,11,-3.935,1,0.0777,0.00248,0.0094,0.251,0.326,109.008,7
Someday Is Now,Scorpions,Unbreakable,2004,3:23,4,0.527,0.947,0,-3.699,1,0.0504,0.00015,0.268,0.184,0.432,132.058,8
We Will Rise Again,Scorpions,Humanity - Hour I,2007,3:49,3,0.287,0.895,8,-4.18,1,0.109,0.000862,0.0000324,0.226,0.334,173.926,27
The Future Never Dies,Scorpions,Humanity - Hour I,2007,4:03,4,0.357,0.616,3,-3.988,0,0.033,0.0935,0,0.126,0.118,137.346,45
The Cross,Scorpions,Humanity - Hour I,2007,4:28,4,0.506,0.906,7,-3.971,1,0.0751,0.000177,0.0634,0.418,0.404,139.939,26
321,Scorpions,Humanity - Hour I,2007,3:53,4,0.559,0.906,10,-3.952,1,0.0661,0.000155,0.00225,0.0512,0.465,129.024,30
Hour I,Scorpions,Humanity - Hour I,2007,3:26,4,0.615,0.844,2,-3.776,1,0.0495,0.0000192,0.683,0.145,0.517,126.009,29
You're Lovin' Me to Death,Scorpions,Humanity - Hour I,2007,3:15,4,0.578,0.746,9,-3.643,0,0.0502,0.00235,0.0000268,0.213,0.668,142.919,26
Humanity,Scorpions,Humanity - Hour I,2007,5:26,4,0.457,0.71,11,-3.632,0,0.0372,0.0121,0.000201,0.0822,0.36,86.792,53
Love Will Keep Us Alive,Scorpions,Humanity - Hour I,2007,4:32,4,0.538,0.756,2,-3.515,0,0.0318,0.0208,0,0.0783,0.315,117.017,46
Love Is War,Scorpions,Humanity - Hour I,2007,4:20,4,0.396,0.904,1,-3.073,0,0.0693,0.0383,0.00000243,0.16,0.331,170.066,30
The Game of Life,Scorpions,Humanity - Hour I,2007,4:04,4,0.568,0.896,2,-3.034,0,0.0674,0.0135,0.00036,0.114,0.225,123.027,37
Your Last Song,Scorpions,Humanity - Hour I,2007,3:44,4,0.398,0.843,5,-2.994,1,0.0419,0.0142,0,0.267,0.464,154.881,32
We Were Born to Fly,Scorpions,Humanity - Hour I,2007,3:59,4,0.267,0.809,11,-2.809,0,0.0575,0.0121,0.0000883,0.332,0.406,178.431,31
Lorelei,Scorpions,Sting in the Tail,2010,4:32,4,0.485,0.519,8,-5.886,0,0.0284,0.188,0,0.13,0.119,131.994,51
SLY,Scorpions,Sting in the Tail,2010,5:16,4,0.32,0.53,1,-5.131,0,0.0294,0.121,0.0003,0.282,0.0822,104.966,34
The Best Is Yet to Come,Scorpions,Sting in the Tail,2010,4:33,4,0.547,0.662,1,-4.76,1,0.0276,0.0648,0,0.0857,0.531,140.019,48
The Good Die Young,Scorpions,Sting in the Tail,2010,5:14,4,0.367,0.832,6,-4.757,0,0.0442,0.013,0.00000304,0.121,0.179,164.014,42
No Limit,Scorpions,Sting in the Tail,2010,3:23,4,0.544,0.953,8,-4.556,1,0.0531,0.000262,0.823,0.231,0.387,140.089,26
Sting in the Tail,Scorpions,Sting in the Tail,2010,3:12,4,0.558,0.953,2,-4.155,1,0.0545,0.00615,0.0211,0.183,0.802,148.058,32
Spirit of Rock,Scorpions,Sting in the Tail,2010,3:42,4,0.561,0.953,8,-4.129,1,0.0635,0.00145,0.000395,0.0639,0.454,125.071,21
Raised on Rock,Scorpions,Sting in the Tail,2010,3:58,4,0.534,0.971,8,-4.074,0,0.0777,0.00833,0.00496,0.276,0.576,125.051,42
Turn You On,Scorpions,Sting in the Tail,2010,4:23,4,0.486,0.961,11,-3.936,0,0.0636,0.00521,0.0397,0.266,0.584,140.035,25
Rock Zone,Scorpions,Sting in the Tail,2010,3:17,4,0.419,0.988,7,-3.863,0,0.0827,0.000144,0.159,0.376,0.515,163.976,21
