name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
House Builder,15-01-2024,132550,19.99,1490579.0,8.289217378413545,81,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,1244630
Stormgate,30-07-2024,224772,0.0,1459213.0,7.341805458780237,52,Indie,Frost Giant Studios,Frost Giant Studios,2012510
Riven,25-06-2024,49119,34.99,1448665.0,7.856866054561921,0,Indie,Cyan Worlds Inc,Cyan Worlds Inc,1712350
Thank Goodness You're Here!,01-08-2024,87970,19.99,1444444.0,2.189886931306963,97,Indie,Panic,Coal Supper,2366980
TerraTech Worlds,22-03-2024,53663,29.99,1430436.0,18.261625558912787,66,Indie,"Payload Studios,4Divinity",Payload Studios,2313330
Immortal Life,17-01-2024,122009,16.99,1428520.0,26.44589686212208,81,Indie,2P Games,YiFang Studio,1201230
Dusk Pub,12-04-2024,127543,12.99,1419860.0,3.857830038389943,93,Indie,YellowDuckWorks,YellowDuckWorks,1974520
Oh Deer,27-06-2024,170401,9.99,1408406.0,1.9956875027904464,87,Indie,Cozy Cabin Studios,Cozy Cabin Studios,2708450
Dominion,01-02-2024,503990,0.0,1405649.3985145492,7.017822187752444,86,Indie,Temple Gates Games,Temple Gates Games,1131620
Sweet Transit,22-04-2024,87119,29.99,1398063.0,11.448439488203675,74,AA,Team17,Ernestas Norvaišas,1612770
Starward,24-04-2024,79112,0.0,1395292.0,27.231980923461883,68,Indie,盛天游戏,Game Blender,2764370
The Crust,15-07-2024,56588,29.99,1385673.0,31.60342787602721,74,Indie,Crytivo,VEOM Studio,1465470
Moonbreaker,01-02-2024,58369,29.99,1367965.0,7.912012452688401,87,AAA,"KRAFTON, Inc.",Unknown Worlds Entertainment,845890
Nobody Wants to Die,17-07-2024,63753,24.99,1348620.0,4.152315097743349,87,Indie,PLAION,Critical Hit Games,1939970
Touhou Danmaku Kagura Phantasia Lost,07-02-2024,57334,29.99,1330840.0,17.624067524882285,77,Indie,Alliance Arts,UnknownX,2190220
Gigantic: Rampage Edition,09-04-2024,83942,19.99,1330789.0,16.79592619082676,72,AA,Arc Games,Abstraction Games,1924490
The Bridge Curse 2: The Extrication,09-05-2024,63059,24.99,1326590.0,5.317939526297635,93,Indie,"PQube,Gamera Games",SOFTSTAR ENTERTAINMENT,2331330
MULLET MADJACK,15-05-2024,78971,19.99,1310018.0,4.072861351589005,98,Indie,"Epopeia Games,HAMMER95",HAMMER95,2111190
Harry Potter: Quidditch Champions,03-09-2024,48267,29.99,1302774.0,4.726446194361001,0,AAA,Warner Bros. Games,Unbroken Studios,2878600
RAID: Shadow Legends,09-01-2024,72044,0.0,1293328.0,63.45711110030624,55,Indie,Plarium Global Ltd,Plarium Global Ltd,2333480
THE 4 SINS,02-06-2024,175634,9.99,1293189.0,3.033389442589824,24,AA,Gamera Games,奇门互娱,2128940
Kunitsu-Gami: Path of the Goddess,18-07-2024,28374,49.99,1276574.0,11.872100547435483,92,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2510710
Three Kingdoms Zhao Yun,17-01-2024,101430,19.99,1269633.0,11.52473408115772,0,Indie,Merlion Games,ZUIJIANGYUE Game,2201710
Between the Stars,07-03-2024,78295,29.99,1265895.0,7.01927402753153,77,Indie,"Isolated Games,WhisperGames",Isolated Games,727130
Star Trucker,03-09-2024,62290,24.99,1260811.0,5.229673762101744,76,AA,Raw Fury,Monster and Monster,2380050
Slapshot: Rebound,11-04-2024,965211,0.0,1250580.7988945069,10.891994725125729,84,Indie,Oddshot Games,Oddshot Games,1173370
Enlisted,16-07-2024,239148,0.0,1233567.0,37.76018897559231,0,AA,Gaijin Network Ltd,Darkflow Software,2051620
Phantom Abyss,25-01-2024,86210,19.99,1231915.0,9.290478868764191,85,AA,Devolver Digital,Team WIBY,989440
Islands of Insight,13-02-2024,52752,29.99,1229708.0,31.831256522648644,83,AA,Behaviour Interactive Inc.,Lunarch Studios,2071500
Spirit City: Lofi Sessions,08-04-2024,140574,11.99,1217173.0,47.32413381771613,97,Indie,Mooncube Games,Mooncube Games,2113850
TerraScape,17-07-2024,117418,14.99,1188273.0,5.981693150570897,88,Indie,"Stray Fawn Publishing,INSTINCT3",Bitfall Studios,2290000
Farm Together 2,07-05-2024,68838,19.99,1188098.0,51.1003235392409,0,Indie,Milkstone Studios,Milkstone Studios,2418520
Slaves of Rome,12-02-2024,61190,24.99,1173275.0,8.410337305730208,68,Indie,Biggus Diccus Games,Biggus Diccus Games,1380070
Dread Delusion,14-05-2024,75015,19.99,1170260.0,8.481408610028911,92,Indie,DreadXP,Lovely Hellplace,1574240
KeeperRL,29-02-2024,85309,19.99,1168042.0,18.70857822921001,87,Indie,Electric Succubi,Electric Succubi,329970
KinitoPET,09-01-2024,227576,5.99,1166563.0,3.2190117178611835,94,Indie,troy_en,troy_en,2075070
Grocery Store Simulator,10-06-2024,170125,7.99,1160637.0,10.295448229090365,95,Indie,FEKK Games,FEKK Games,2961880
Selaco,31-05-2024,56176,24.99,1160305.0,11.059660852944672,93,Indie,Altered Orbit Studios,Altered Orbit Studios,1592280
Farmer Against Potatoes Idle,05-09-2024,234948,0.0,1153910.9084421117,256.3350027720608,96,Indie,Oni Gaming,Oni Gaming,1535560
Rooftops & Alleys: The Parkour Game,21-05-2024,81558,15.99,1153011.0,7.158457569592916,97,Indie,MLMEDIA,MLMEDIA,2703850
A Difficult Game About Climbing,06-03-2024,122429,9.99,1126490.0,8.13506057547006,89,Indie,Pontypants,Pontypants,2497920
Reverse Collapse: Code Name Bakery,21-03-2024,63158,24.99,1124733.0,33.23014522628996,74,Indie,XD,"Shanghai Sunborn Network Technology Co., Ltd.",1127700
Dominions 6 - Rise of the Pantokrator,17-01-2024,29273,44.99,1090577.0,79.36725950738078,89,Indie,Illwinter Game Design,Illwinter Game Design,2511500
Esports Godfather,23-05-2024,65251,19.99,1072894.0,30.3497442517159,93,Indie,Asteroid Game Studio,Asteroid Game Studio,1278540
KAKU: Ancient Seal,11-07-2024,63579,24.99,1061930.0,21.65903214357081,86,Indie,BINGOBELL,BINGOBELL,1179580
Yaoling: Mythical Journey,15-07-2024,62937,19.99,1047362.0,21.326345346674653,91,Indie,"RAYKA STUDIO,NPC Entertainment",RAYKA STUDIO,2816950
Crow Country,09-05-2024,61044,19.99,1045536.0,4.780094463438322,99,Indie,SFB Games,SFB Games,1996010
Oddsparks: An Automation Adventure,24-04-2024,61371,24.99,1042637.0,12.498809626793388,91,Indie,HandyGames,Massive Miniteam,1817800
Emberward,25-06-2024,78590,14.99,1042636.0,9.537951392208566,96,Indie,ReficGames,ReficGames,2459550
Yi Xian: The Cultivation Card Game,21-01-2024,286872,0.0,1039161.219972389,55.01663011678348,75,AA,Gamera Games,Darksun Studio,1948800
Project QT,16-01-2024,26716,0.0,1036107.0,105.6310151724434,63,Indie,Nutaku Publishing,xDNA,1571200
Snufkin: Melody of Moominvalley,07-03-2024,60378,19.99,1019946.0,3.2116139517137414,98,AA,Raw Fury,Hyper Games,1808680
Minishoot' Adventures,02-04-2024,78535,14.99,1001962.0,7.261068882154135,98,Indie,"SoulGame Studio,IndieArk",SoulGame Studio,1634860
WRATH: Aeon of Ruin,27-02-2024,47909,24.99,985076.0,2.9773647230246736,74,Indie,"3D Realms,Fulqrum Publishing","KillPixel Games,Slipgate Ironworks",1000410
Ace Attorney Investigations Collection,05-09-2024,27151,39.99,977191.0,4.091232841920956,98,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2401970
Solium Infernum,22-02-2024,29536,39.99,966283.0,24.686084918196155,88,Indie,League of Geeks,League of Geeks,1893810
Command & Conquer Red Alert™ 2 and Yuri’s Revenge™,07-03-2024,295759,0.0,961994.0,20.590229748847623,92,AAA,Electronic Arts,EA Los Angeles,2229850
The Elder Scrolls Online: Gold Road,03-06-2024,27601,39.99,960791.0,0.0,44,AAA,Bethesda Softworks,ZeniMax Online Studios,2662630
Go-Go Town!,18-06-2024,45863,24.99,957117.0,8.798573867686125,0,Indie,"CULT Games,Prideful Sloth",Prideful Sloth,2195120
MotoGP™24,02-05-2024,23431,49.99,954851.0,22.98612604105317,83,Indie,Milestone S.r.l.,Milestone S.r.l.,2581700
Bandle Tale: A League of Legends Story,21-02-2024,43330,24.99,954119.0,10.662545091105516,80,Indie,Riot Forge,Lazy Bear Games,1759380
Command & Conquer™ Generals Zero Hour,07-03-2024,201644,0.0,933938.0,21.32924236144096,89,AAA,Electronic Arts,EA Los Angeles,2732960
Command & Conquer™ Generals,07-03-2024,90955,0.0,930800.0,11.999446787110118,85,AAA,Electronic Arts,EA Los Angeles,2229870
VLADiK BRUTAL,09-08-2024,92754,11.99,928429.0,4.557906694937509,89,Indie,Narko Games,Narko Games,1316680
Momodora: Moonlit Farewell,11-01-2024,68442,16.99,927493.0,6.473380892880699,92,AA,PLAYISM,Bombservice,1747760
Command & Conquer™ Tiberian Sun™ and Firestorm™,07-03-2024,65809,0.0,926924.0,12.28339307326484,91,AAA,Electronic Arts,EA Los Angeles,2229880
Frontier Hunter: Erza’s Wheel of Fortune,26-07-2024,54431,24.99,922336.0,11.12684600466776,88,Indie,"IceSitruuna,NPC Entertainment",IceSitruuna,1429500
Command & Conquer Renegade™,07-03-2024,26120,0.0,921771.0,7.841912941894338,86,AAA,Electronic Arts,EA Los Angeles,2229890
Command & Conquer™ and The Covert Operations™,07-03-2024,21266,0.0,921760.0,8.588419156625173,82,AAA,Electronic Arts,EA Los Angeles,2229830
"Command & Conquer Red Alert™, Counterstrike™ and The Aftermath™",07-03-2024,26292,0.0,920024.0,10.27607539673983,86,AAA,Electronic Arts,EA Los Angeles,2229840
Anger Foot,11-07-2024,40294,24.99,906252.0,5.627084715285352,93,AA,Devolver Digital,Free Lives,1978590
Echoes of the Plum Grove,29-04-2024,54189,19.99,902318.0,24.66004828889055,0,Indie,indie.io,Unwound Games,1536090
Boxes: Lost Fragments,01-02-2024,68169,14.99,900796.0,4.149034995582672,91,Indie,Snapbreak,Big Loop Studios,2019810
VAIL VR,15-02-2024,89548,29.99,887656.0,3.708556191014475,78,Indie,AEXLAB,AEXLAB,801550
Gym Simulator 24,19-07-2024,109135,10.99,884330.0,4.271517013003123,90,Indie,Red Axe Games,Quatech,2559270
Reus 2,28-05-2024,42986,24.99,879212.0,12.33557918373739,97,Indie,Firesquid,Abbey Games,1875060
Wizardry: Proving Grounds of the Mad Overlord,23-05-2024,29055,34.99,875986.0,32.178361089119306,85,Indie,Digital Eclipse,Digital Eclipse,2518960
Instruments of Destruction,10-05-2024,55717,19.99,874462.0,8.518788291074912,94,Indie,Radiangames,Radiangames,1428100
Shogun Showdown,05-09-2024,103097,14.99,871956.0,14.709804691305951,97,Indie,"Goblinz Publishing,Gamera Games",Roboatino,2084000
PILGRIM,31-05-2024,131573,7.99,867610.0,3.3304745672878693,88,Indie,DESPERATE MEASURES,DESPERATE MEASURES,2965660
Squirrel with a Gun,29-08-2024,53495,19.99,866137.0,3.5893794482410684,83,Indie,Maximum Entertainment,Dee Dee Creations LLC,2067050
News Tower,13-02-2024,50123,19.99,864588.0,13.767491551302214,97,Indie,Twin Sails Interactive,Sparrow Night,1649950
Aeons Echo,22-08-2024,59501,0.0,853013.0,6.800604003855153,83,Indie,Nutaku Publishing,Aeons Studio,2832330
Cryptmaster,09-05-2024,40489,24.99,845758.0,5.6746313405080935,96,Indie,Akupara Games,"Paul Hart,Lee Williams,Akupara Games",1885110
Cat Quest III,08-08-2024,50873,19.99,836331.0,5.897890979303593,0,Indie,Kepler Interactive,The Gentlebros,2305840
MEMORIAPOLIS,29-08-2024,43572,24.99,832922.0,3.556692338780094,83,Indie,5PM Studio,5PM Studio,2228280
Fallen Aces,14-06-2024,81873,12.99,831336.0,3.651904364361676,98,AA,New Blood Interactive,"Trey Powell,Jason Bond",1411910
Megaloot,30-08-2024,101120,9.99,829084.0,7.072853564425466,85,Indie,"Ravenage Games,INSTINCT3",axilirate,2440380
The Operator,22-07-2024,70976,13.99,827721.0,3.030081530375901,93,Indie,"Bureau 81,indienova",Bureau 81,1771980
Perfect World M,22-02-2024,3768,0.0,825766.0,46.92903887910011,33,Indie,PERFECT WORLD GAMES,PERFECT WORLD GAMES,2715240
Knock on the Coffin Lid,08-08-2024,49983,24.99,824669.0,36.13476474169297,85,Indie,RedBoon,RedBoon,1232580
STAR WARS™: Dark Forces Remaster,28-02-2024,30598,29.99,824203.0,4.770394285401785,90,Indie,Nightdive Studios,"Nightdive Studios,LucasArts",2292260
Castlevania Dominus Collection,27-08-2024,36203,24.99,814241.0,8.317685816929346,96,AA,KONAMI,KONAMI,2369900
No Case Should Remain Unsolved,17-01-2024,152090,6.99,814072.0,2.006452454717227,98,Indie,Somi,Somi,2676840
Spell Disk,01-03-2024,65281,14.99,812211.0,11.116959666409018,88,Indie,Sunpeak Games,Sunpeak Games,2292060
Dungeons & Degenerate Gamblers,08-08-2024,65164,14.99,806583.0,8.091559584377128,75,Indie,Yogscast Games,Purple Moss Collectors,2400510
Outcast - A New Beginning,15-03-2024,19374,59.99,806366.0,14.96428173825503,84,AA,THQ Nordic,Appeal Studios,1013140
Ships At Sea,23-05-2024,36845,24.99,797925.0,15.20780271151262,0,Indie,Misc Games,Misc Games,1266540
The Last Flame,17-01-2024,53815,17.99,793506.0,22.64068765605981,0,Indie,"Hotloop,Surefire.Games",Hotloop,1830970
Yarimono,30-08-2024,39179,24.99,793022.0,6.409328024387582,87,Indie,072 Project,にゅう工房,2696050
JIANGHU CHRONICLES,31-07-2024,59040,16.99,790516.0,23.442699513632128,74,Indie,方块游戏(CubeGame),一品阁,1909840
Terminus: Zombie Survivors,19-08-2024,60505,19.99,787448.0,18.643321811538684,97,Indie,Longplay Studios,Longplay Studios,1534980
MEGATON MUSASHI W: WIRED,24-04-2024,20281,49.99,787339.0,24.487806291768475,85,Indie,LEVEL5 Inc.,LEVEL5 Inc.,2450450
WE ARE FOOTBALL 2024,04-03-2024,25210,39.99,779187.0,51.034166549407374,82,Indie,"HandyGames,THQ Nordic",Winning Streak Games,1951410
Fling to the Finish,18-01-2024,102601,19.99,778760.0,11.810501362514172,85,AA,Daedalic Entertainment,SplitSide Games,1054430
Fate/stay night REMASTERED,07-08-2024,31040,29.99,764069.0,12.432516197496774,95,Indie,Aniplex Inc.,"TYPE-MOON,fuzz Inc.",2396980
Cyber Manhunt 2: New World - The Hacking Simulator,09-05-2024,91066,9.99,763279.0,5.428407888662228,92,Indie,Spiral Up Games,Aluba Studio,2421410
Age of Water,25-04-2024,28566,29.99,752577.0,40.17846919733193,61,AA,Gaijin Network Ltd,Three Whales Studio,2695490
Metal Slug: Awakening,19-07-2024,141042,0.0,751373.0,12.47894042688811,60,Indie,HAOPLAY Limited,Tencent,2963870
Welcome to ParadiZe,29-02-2024,31996,29.99,744243.0,11.46851070052296,65,AA,Nacon,Eko Software,1519090
Prince of Persia The Lost Crown,08-08-2024,32997,39.99,743441.0,12.309219921885283,78,AAA,Ubisoft,Ubisoft Montpellier,2751000
Level Zero: Extraction,13-08-2024,45552,19.99,742914.0,16.09604183194644,66,AA,tinyBuild,Doghowl Games,1456940
Oblivion Override,24-01-2024,61267,17.99,725958.0,13.942909524853192,92,Indie,Paleo,Humble Mill,1952370
Tales & Tactics,15-08-2024,53902,17.99,724772.0,19.324987990798324,82,Indie,"Yogscast Games,Gamersky Games",Table 9 Studio,1652250
Spiritfall,28-02-2024,45670,19.99,723249.0,13.377384058933654,93,Indie,Gentle Giant,Gentle Giant,1835240
Starcom: Unknown Space,02-09-2024,38592,24.99,720375.0,18.31690218752013,91,Indie,"Wx3 Labs, LLC","Wx3 Labs, LLC",1750770
Plane Mechanic Simulator,14-02-2024,110431,11.99,719997.0,4.490614087649444,60,Indie,Movie Games S.A.,"Cobble Games,Disaster Studio",803980
OUTBRK,28-06-2024,22704,34.99,714971.0,13.129795146256964,79,Indie,Sublime,Sublime,1107320
Pro Cycling Manager 2024,06-06-2024,19951,39.99,709826.0,40.09035924723011,65,AA,Nacon,Cyanide Studio,2494350
Ale & Tale Tavern,05-09-2024,58289,14.99,707686.0,3.760395364186901,86,Indie,"GrabTheGames,UpgradePoint",Scienart Games,2683150
Ultimate General: American Revolution,06-06-2024,16607,49.99,705648.0,25.63686490370842,76,Indie,Game-Labs,Game-Labs,1901910
Until Then,25-06-2024,42561,19.99,704108.0,10.328552351899267,99,Indie,Maximum Entertainment,Polychroma Games,1574820
Robin Hood - Sherwood Builders,29-02-2024,29781,29.99,702787.0,14.996376394279752,72,AA,PlayWay S.A.,MeanAstronauts,1159420
Home Safety Hotline,16-01-2024,51830,14.99,700241.0,2.6434286805013034,92,Indie,Night Signal Entertainment,Night Signal Entertainment,2357910
Gatekeeper,13-05-2024,60295,14.99,691110.0,7.129803716146882,86,Indie,HypeTrain Digital,Gravity Lagoon,2106670
恋爱单选题,18-07-2024,74201,10.99,688783.0,6.164275466198359,85,Indie,"无忧传媒,指间宇宙",无忧传媒,2865490
Lotus Lantern: Rescue Mother,11-04-2024,84001,9.99,684821.0,6.675683909404666,80,Indie,Plaisir Games,Unstable Games,2319030
Monster Hunter Stories,13-06-2024,25340,29.99,683951.0,22.701533084636345,88,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2356560
UNDERDOGS,25-01-2024,27593,29.99,683121.0,3.76814716744285,98,Indie,One Hamsa,One Hamsa,2441700
Umamusume: Pretty Derby – Party Dash,29-08-2024,16684,44.99,675551.0,5.166505747062647,66,AA,"Cygames, Inc.","Cygames, Inc.,Arc System Works",2313020
War Hospital,11-01-2024,27672,29.99,673600.0,12.325651287457022,60,AA,Nacon,Brave Lamb Studio S.A.,1553000
Slice & Dice,20-03-2024,77805,8.99,673586.0,20.542735392217416,97,Indie,Tann,Tann,1775490
Tavern Manager Simulator 🍻,13-08-2024,62204,12.99,673225.0,5.9371905550515685,84,Indie,One More Time,One More Time,2756770
Classified: France '44,05-03-2024,23879,49.99,670774.0,17.692649262011187,82,AA,Team17,Absolutely Games,2085370
Car Manufacture,01-08-2024,40273,19.99,668524.0,10.74006526210832,80,AA,PlayWay S.A.,STEREO GAMES S.A.,983380
Skull and Bones,22-08-2024,30388,59.99,667814.0,14.60857630629658,0,AAA,Ubisoft,Ubisoft Singapore,2853730
Duck Detective: The Secret Salami,23-05-2024,79652,9.99,663730.0,1.679108723483934,96,Indie,Happy Broccoli Games,Happy Broccoli Games,2637990
MILF's Plaza,19-04-2024,54936,14.99,661717.0,5.261923537851022,69,Indie,TopHouse Publishing,Texic,2706300
Cluckmech Oasis,09-05-2024,77537,9.99,649091.0,22.85835077991378,87,Indie,Mammorize,BlackLight,2453360
Beer Factory,10-01-2024,40391,18.99,648123.0,8.18082594869134,52,Indie,"CreativeForge Games,PlayWay S.A.",AKEL,1782570
Steps of Debauchery,05-02-2024,49713,14.99,646945.0,6.193347100644998,0,Indie,FooxiedGames,FooxiedGames,2649970
Yakuza Rogue: Yokohama massage parlor chapter,28-05-2024,58817,12.99,638497.0,7.231949832167666,83,Indie,WAKUWAKU,WAKUWAKU,2857880
Dale & Dawson Stationery Supplies,30-08-2024,95537,7.99,634206.0,4.186376780152751,97,Indie,Striped Panda Studios,Striped Panda Studios,2920570
Lorelei and the Laser Eyes,16-05-2024,28142,24.99,632941.0,11.174563857548948,96,AA,Annapurna Interactive,Simogo,2008920
Minami Lane,28-02-2024,147247,4.99,632369.0,2.804406343676304,0,Indie,"Doot,Wholesome Games Presents","Doot,Blibloop",2678990
Wild West Dynasty,22-08-2024,32024,26.99,625495.0,8.080317945857818,33,Indie,Toplitz Productions,Moon Punch Studio,1329880
POOLS,26-04-2024,75464,9.79,623473.0,2.8443771540274825,95,Indie,"Tensori,UNIKAT Label",Tensori,2663530
Lil' Guardsman,23-01-2024,35849,19.99,611012.0,6.60034270025886,95,Indie,"Versus Evil,tinyBuild",Hilltop Studios,1924360
Kalpa of Sword,31-01-2024,207970,0.0,606780.0,28.111487732646168,0,Indie,Orienjoy,孤帆工作室,2739600
Dawn of Defiance,15-08-2024,43439,19.99,605601.0,12.638898749100711,80,Indie,Traega Entertainment,Traega Entertainment,2059530
Murky Divers,19-06-2024,133629,5.99,605472.0,5.7234479424214015,88,Indie,Oro Interactive,Embers,2963880
Platform 8,31-05-2024,167800,3.99,602569.0,0.9864579579325782,86,Indie,KOTAKE CREATE,KOTAKE CREATE,2903560
Laysara: Summit Kingdom,10-04-2024,37722,19.99,602187.0,8.358782444731016,84,Indie,"Future Friends Games,Quite OK Games",Quite OK Games,1823950
Arms Trade Tycoon: Tanks,06-02-2024,22152,29.99,601167.0,10.179553939681757,74,Indie,MicroProse Software,FunGi,1662210
Turnip Boy Robs a Bank,18-01-2024,49027,14.99,600836.0,3.8171493812781394,96,Indie,Graffiti Games,Snoozy Kazoo,2097230
Star Trek: Resurgence,23-05-2024,30539,24.99,597802.0,6.086680921848769,91,Indie,Bruner House,Dramatic Labs,2653940
Hospital 666,05-03-2024,102445,7.99,596521.0,2.5738297964679915,72,Indie,Lokin,Lokin,2774380
Dice & Fold,24-06-2024,56528,12.99,582729.0,8.30640528155963,0,Indie,"Rogue Duck Interactive,Gamersky Games",Tinymice Entertainment,2693930
Artisan TD,22-07-2024,41175,16.99,577505.0,14.72206964107766,91,Indie,Unexpected,4rtisans,2224640
Caribbean Legend,15-02-2024,26133,29.99,562753.0,43.28639704487596,76,Indie,"BlackMark Studio,Valkyrie Initiative",BlackMark Studio,2230980
SKALD: Against the Black Priory,30-05-2024,44588,14.99,560803.0,13.160084375258686,96,AA,Raw Fury,High North Studios AS,1069160
Supermarket Together,09-08-2024,2085116,0.0,554295.9124042441,6.334958879516334,0,Indie,DeadDevsTellNoLies,DeadDevsTellNoLies,2709570
SteamWorld Heist II,08-08-2024,21930,29.99,552082.0,15.884763355350692,96,Indie,Thunderful Publishing,Thunderful Development,2396240
Autopsy Simulator,06-06-2024,25263,24.99,548556.0,3.5028611346440464,45,Indie,Team17 Digital Ltd,Woodland Games,1283230
Vanity Fair: The Pursuit,19-02-2024,123654,6.99,543074.0,4.614620041573028,0,Indie,WaveGame,MuYan Studio,2758000
Resist the succubus—The end of the female Knight,26-07-2024,54751,16.99,535736.0,4.66734514818441,77,Indie,OTAKU Plan,BoRoBoRoGame,1868000
Garden Life: A Cozy Simulator,22-02-2024,25529,24.99,530576.0,14.706945589014907,80,AA,Nacon,stillalive studios,1915380
Penny’s Big Breakaway,21-02-2024,23256,29.99,524794.0,5.13330423733239,82,AA,Private Division,Evening Star,1955230
Omega Crafter,28-03-2024,23653,24.99,523807.0,14.278842039307648,0,Indie,Preferred Networks,Preferred Networks,2262080
Fractured Online,24-07-2024,31955,14.99,521570.0,43.82106499089426,55,Indie,Dynamight Studios,Dynamight Studios,1426050
DRAGON QUEST BUILDERS,13-02-2024,22804,27.99,519305.0,24.669839632030605,92,AA,Square Enix,Square Enix,2436570
Spectre Divide,03-09-2024,584912,0.0,515874.0,3.7906067463564392,53,Indie,Mountaintop Studios,Mountaintop Studios,2641470
RIPOUT,28-05-2024,25078,24.99,510816.0,9.22208996429652,78,Indie,3D Realms,Pet Project Games,1558830
Song Of The Prairie,31-07-2024,34212,19.99,508466.0,26.52511977011552,86,Indie,AOE Plus,The Droplet Studio,1350840
SpellRogue,12-02-2024,38313,15.99,504572.0,22.424010541240484,0,Indie,Ghost Ship Publishing,Guidelight Games,1990110
Train Capacity 300%,26-06-2024,10037,59.99,499436.0,3.783498398295651,76,Indie,072 Project,ベルゼブブ,2441570
The Settlers: New Allies,26-03-2024,24828,59.99,498522.0,29.116687826484263,52,AAA,Ubisoft,Ubisoft Düsseldorf,2750080
[Chilla's Art] Shinkansen 0 | 新幹線 0号,22-03-2024,78706,6.99,492076.0,1.803159642267536,85,Indie,Chilla's Art,Chilla's Art,2793370
ROBOBEAT,14-05-2024,31582,19.99,491385.0,6.909824832526566,97,Indie,Kwalee,Simon Fredholm,1456760
Denizen,29-04-2024,28820,19.99,489411.0,7.776756483905562,78,Indie,Departure Interactive,Departure Interactive,2010030
I Wani Hug that Gator!,14-02-2024,38369,14.99,481057.0,14.51670755792052,99,Indie,Cavemanon,Cavemanon,1895350
Corpse Keeper,28-05-2024,33315,19.99,480134.0,11.798358652481376,79,Indie,Thermite Games,Melancholia Studio,1601740
SILENT BREATH,05-04-2024,55920,9.99,478886.0,1.253684919186634,70,Indie,EXODIAC STUDIOS,EXODIAC STUDIOS,2796180
Romantic Escapades,02-08-2024,27493,19.99,478599.0,4.777122589943246,89,Indie,Salamander Interactive,Salamander Interactive,2897760
9-Bit Armies: A Bit Too Far,26-08-2024,31112,19.99,477043.0,11.292738471310066,89,Indie,Petroglyph,Petroglyph,1439750
An alt girl for skoof,21-04-2024,142590,4.99,476684.0,2.0744072440511374,0,Indie,Terletski Games,"Terletski Games,RIKANIMATION",2901520
Remnant Records,23-01-2024,40789,15.99,476002.0,6.249774400407087,86,Indie,Noctiluca Studio,Noctiluca Studio,1916310
Lust Academy - Season 3,27-05-2024,35401,14.99,473076.0,8.985764778175827,89,Indie,Bear in the Night,Bear in the Night,2655960
Loop Queen-Escape Dungeon 3,08-01-2024,28946,19.99,469651.0,5.51790199892241,84,Indie,"Hide Games,PlayMeow",Hide Games,1950450
Anonymous Hacker Simulator,03-04-2024,30891,19.99,469375.0,7.376180049745447,86,Indie,"G-DEVS.com,CreativeForge Games",Sicarius,2487060
KINGDOM HEARTS HD 2.8 Final Chapter Prologue,13-06-2024,12254,59.99,467421.0,11.294433700423134,80,AA,Square Enix,Square Enix,2552440
Contractors Showdown,25-04-2024,27141,19.99,466608.0,18.18104801253864,80,Indie,Caveman Studio,Caveman Studio,2719160
SaGa Emerald Beyond ,25-04-2024,10425,49.99,464418.0,56.864651920884434,75,AA,Square Enix,Square Enix,2085000
Dream Engines: Nomad Cities,09-05-2024,23463,29.99,458980.0,24.130133961839118,75,Indie,"Suncrash,Gamera Games",Suncrash,1076750
SAMURAI WARRIORS 4 DX,13-05-2024,10192,49.99,458548.0,14.780196821244653,88,AA,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2719200
SUMMERHOUSE,08-03-2024,124989,4.99,457163.0,2.329047690339736,95,Indie,Future Friends Games,Friedemann,2533960
Self Defense Dojo,11-04-2024,49053,10.99,454488.0,9.62940872357666,87,Indie,WAKUWAKU,WAKUWAKU,2534120
Rising Lords,18-01-2024,31478,19.99,450937.0,11.480690698372614,73,Indie,"Deck13,WhisperGames",Argonwood,835650
Ogu and the Secret Forest,29-07-2024,29556,24.99,447349.0,12.38599020840312,96,Indie,Sinkhole Studio,"Moonlab Studio,Sinkhole Studio",1985960
失业了，我获得了亿万游戏财产！,08-08-2024,41154,12.99,442047.0,5.434507313639457,0,Indie,Bolingogames,Bolingogames,2875140
Guardians of Eden-Embrace of the Forest,07-03-2024,47876,10.99,440759.0,3.4102798584792144,93,Indie,"Mango Party,Mango Party News",Black Cat Entertainment,2672430
STAR WARS™: Bounty Hunter™,31-07-2024,25198,19.99,440677.0,4.710997589917462,90,Indie,Aspyr,Aspyr,2419090
Trans-Siberian Railway Simulator,30-05-2024,26748,19.99,439367.0,7.473760984153682,92,AA,PlayWay S.A.,Pentacle,998400
Inkulinati,22-02-2024,32914,24.99,438381.0,10.260957164525532,89,AA,Daedalic Entertainment,Yaza Games,957960
Meta-Ghost: The Breaking Show,24-04-2024,29511,17.99,438131.0,27.94245613578306,74,Indie,"Flawless Gaming,Erabit",Scarecrow Studio,2507980
迷宮校舎 | School Labyrinth,21-02-2024,72520,6.99,433805.0,6.621443293132326,83,Indie,RainyDollGames,RainyDollGames,2423300
