text,sentiment
Just got home  interesting night,positive
 John and I just bought four boxes of them,neutral
Employee orientation for serco  yayy Im excitednervous Wish me luck,positive
head hurt,negative
Round and Round the Garden The amazing thing is that hes still talking to me  ,positive
 Whoah slow down youre filling my screen Maybe more effective if you spread tweets out,neutral
have been to portugal and spain and has a sore throat scary,negative
Have been feeling very sick    had day off today ARRRGH,negative
 aw thas good im glad your happy  i jus been chillin,positive
 i didnt get the msg  but i bought princess,negative
Got back from Arizona yesterday  Moved the furniture and stuff out of the Arizona house and shipped it to Redwood City    How sad,negative
Just got back from the karaoke bar in the metreon Watching millionaire matchmaker,neutral
 heyy are you ok i know it sucks having her in you dorm but i assure you it will be ok,neutral
  Ah bad times   I hate exams I feel so unprepared this time as well Sucks haha,negative
 Yessir,neutral
Jane is really sad because she probably wont get perfect on tonights quiz without the missing article Shouldve asked someone for it,negative
ritz alrighty thnx  good night,positive
iigghhtt just fur geet it idc idk eh blah ugh blah idk hah um yah immboredddd ugh  ill just fuckitt,negative
 No Im working on it all day Monday Will try to remember to email but if youre smart youll remind me,positive
Doing make up for the school musical this week aaah,neutral
 Yesits beautiful and im fortunate to live in the thick of itVery relaxing,positive
Im my moms company picnic at a Lake Elsinore Storm game Oh the things we do to please moms,positive
  My class will be at Chem Sc building Will see the both of you after  yeah,neutral
 so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely  hugs n kisses g,positive
Hadnt cried in such a long time,negative
  I wanted to beta test but saw the thread after the results were announced,neutral
 Now Im going back to bed LOL Enjoy your time at the gym Ill be sleeping,positive
Just got a new Ipod  Lifes Good,positive
 yay  excited,positive
 im a buffalo worshipper   maybe it is time to pay a visit to my preferred buffschack in town ,neutral
A year from now is graduationi am pretty sure im not ready for it,negative
 The Beatles Those scousers with funny haircuts More talent in The Banana Splits,positive
 Indeed,neutral
has such a freakin migraine,negative
Gusying up for  dinner Bourbon  Branch Zeitgeist and surprise party for Taylor   Shh,neutral
 there is always traffic heading back here to long island on fridays,neutral
hello thereeeeeee,neutral
 Im jealousi need  escape  lol,neutral
 haha okay you were talking about middle college grad I think and I got worried,negative
 i think ill be home more than i want to be next week  no work booked in for the forseeable,positive
Ok time to study for bus law and ethics gotta test today,neutral
 Good workIve only just managed to turn my studio on I envy your productivity,negative
 Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry,neutral
Theres a spider in my room Save me,negative
If you wanna read something I recommend  ,neutral
Just got my dress for my friends wedding Its a little tight in places Gotta work out more,neutral
 dont i know it i live in the middle of nowhere my house is spider central,negative
Had a ton of fun w muffin today,positive
Im Twitter dumb Just saw my com  all the kind folks whove tweeted me AHSo sorry Im not ignoring you just SLOW,negative
cook  do you wanna measure my  its daddysize,neutral
 got it Welchs grape too please,neutral
 I was going to send you the photo by DM but cant as you not following me,neutral
finally graduation no more school  im sick today,negative
studying math  it brought my brain to explode,neutral
 for Danica and your team Not a end of the world now is just hopes for a great race,positive
fighting again,neutral
Anyone know what to do when your pc keeps restarting itself,neutral
 got it ill send you an email in a lil bit i have a lot to say,neutral
Mothers day in  minutes west coast time  Happy Mothers Day to all the mothers out there,neutral
 if you dont mind change your profile pic with a picture of you in UK Itll be fun,positive
The best I could do for proof of the crack  LOL  ,positive
Star Trek was actually really good,positive
 Neither could i And i looked on ebay and it was like  euro for two but i doubt my parents would fork that amount out,negative
Were at citibank I thought we were gonna go to grannys house but were no,neutral
off to bed night every onee,neutral
 heyy dude yuup thats it really hows your monday  x,neutral
 unfortunately I am stuck at work so I cant get said prize,negative
psyching myself up for the next few daysoh my,neutral
Just helped save a runaway dog he didnt want to be my friend though,neutral
 take a nap bedalii,neutral
AAARRRGGGGHHH is the only thing that can decribe how I feel rite now,negative
 to go in their next live chat,neutral
OMJ JONAS is the best tv show EVER  ,neutral
 yummy curry  save me some please lol,positive
 y r we giving up on people  I actually thought that way for a while too before I found someone who is very intriguing,neutral
Sitting at the Connection listening to the employees reminisce and mope about their last shift,negative
 The Northern Clemency  But I dont recommend it  Too much description and not enough action Too slow,negative
wish I can go to the Roots pinic,neutral
 morning Bill,neutral
gonna go outside with my daddy gonna take a ride with his new triumph,neutral
Back from SOAP soooo fun,positive
Dont call your mother cause now were partners in crime KP,neutral
Just watched the Final Break final prison break episode It was great Farewell Prison Break You will be dearly missed,neutral
Have just bought a TV tuner for my laptop  He he  I deserve a present,positive
 I didnt see this until after,neutral
 havin fun x btw isnt it bowling ,positive
missed the jonaswebcast,neutral
Nungguin my Sista in law lahiran di RS Asihkayaknya sih sore ini lahiran Yeayy another baby girl in the family,positive
Robert ha that was ages ago  youre in LA right the weather is much better there,positive
 oh no  well When you get back lots of pictures,neutral
  I appreciate you,positive
 Nicky I LAND at  it will be like  before I get home UGH Wont be any fish fry left for me anyways,negative
Welcome new followers also,neutral
  i must have just missed you I was down there until  or so Not sure if Ill make it down again,neutral
 awwww  bew you wont be here at all this summer,neutral
 we are going all out,neutral
 what Come as you are But erock just left  bah D,neutral
last full day of vacation,neutral
this sucks schools over and there is nothing to do,negative
 That is the  NKOTB contest that Canadians cant enter   The overseas fans have theirs now  Its bound to be our turn,neutral
just downloaded more music and videos on my ipod,neutral
Im so hungry,negative
Off to bed I go to dream of a world where WalMart and Liquor stores all get blown up,negative
morning just got my coffee,neutral
  its looking bright so I think the sun will put in an appearance and then guess what  lawn wants cutting ,neutral
 ohhh ok thats upsetting  sorry for wasting your time ,negative
Hey  Mia Go to bed    deangeloredman live  ,neutral
 I agree mmm so good i miss eating it with you tho,neutral
is pumped and bummed all at the same time,neutral
I forgot I moved  eastmake that  hours home,neutral
So bummed that I cant see LTJ in June  hoping for a UK yoke soon,negative
 Its a lie just like the restaraunt named Garfields he is nowhere to be found,negative
 I just reskinned Still figuring why tweetsuite isnt updating,neutral
 Two more tweets to go for  tweets,neutral
 gotta play Off the Wall first tho,neutral
My eyes hurt,negative
 ,neutral
My  died I dont know why,negative
unemployment line here i come,negative
 two macaroons go into a barone says oh your a nut  wow I need to get out more,positive
 factory ng Elmers hihihi sorry corny baka si ate ruby alam,negative
 thank you for accepting my request must take care of my little girl maybe i write back later,positive
bad mood now,negative
The CD  player in my car is broken  So much for listening to my Kidz Bop Happy Meal CD,negative
on our way home,neutral
Its about time I let people know whats happenning although I often wonder why I bother   but hey itll soon be Christmas,neutral
 oh  work poor boy,negative
Happy mothers Day No gift to your mother can ever equal her gift to you  life,positive
 I found out this morning too,neutral
just wants to get it over and done with I miss working,negative
  I am not a  damnit  sending you an email right now btw,negative
 thats great Ill make sure I get a copy,positive
going to bed,neutral
pool party at sherraton n brodi had  a blast the friends made the evening bbqd at home with great conversation  funky n lifted day,positive
 bl MUTHAFUCKIN ah  I win,neutral
Getting a cleaning on tues then getting a tooth pulled on thurs Then gotta schedule a bridge that might need a root canalugh,negative
  Update Ableton Live,neutral
loves her some worship papers and had a fantastic day the Lord is good and constantly surprises me,positive
cassian is there a game   ,neutral
 im good im on my laptop using and external internet plug i need to send it away to be fixed,positive
still up JUST GOT HOME  ready to go to sleep,neutral
 Good too thanks  So you had a nice evening with your father thats cool  Thanks for the link BTW,positive
 hours  oh my Is it shorts weather do you know Id do my usual hanging out my window but the neighbours are out,neutral
 serio barroca parabens May the  be with you,positive
Im in a pub garden  its boiling  hannah no likey,neutral
happy mothers day to all the moms out there i hope i never join that crowd,positive
hm seems to have been because my blog was marked as a phishing site,negative
amichael i plan on it Goodnight,positive
	REALLY oh sorry yall  lol,negative
 ui where arre you going to study,neutral
  they have their headaches the morning after instead,negative
I think I love a part of me saying some cynical words Even though I smile when I say them Do you think its bad,positive
Had some lovely sugar puffs and just been playing with my amazing dog jack,positive
storm lucky Im still working for another  hours,positive
YYankees changed my default pic since youve been showing so much love,positive
all my files got deleted,negative
 you looked great for being sick yesterday im sorry I didnt really make an effort to say hi  I was preoccupied for a while,neutral
 Dont worry youll get your stamina back soon  What kind of distances do you run usually,positive
 I KNO I SHOULDA CAME,neutral
I dont know where to get my hair cut,neutral
 you and the guys should come down here we are  freezing out here,negative
Im cleaning out my closet  ahhh,neutral
 Youre welcome and youre welcome,positive
Greg back in the top  This is why I love Nascar,positive
WaitI thought it was  Dont we have till    sigjeans,neutral
my two new favorite prayers  help me help me help me  and thank you thank you thank you,positive
Covering my portfolio to send to my dream job in ny Send good vibes,positive
OFF TOPIC missed both motorcades The secret service tricked us all  bush clinton,neutral
 Nice glasses Looks good,positive
leaving work in  minutes to go to Broompark then to see the new flats then for lunch with Mandy and my dad,neutral
is so excited for this summer Steve Winwood and Eric Clapton Eagles of Death Metal and ahhh the Dead Weather,positive
 Welcome you were our  follower its very late CA time but we stayed up to meet you,neutral
  try to go if you can I tell everyone who goes to Montreal to check it out Even people who live there,neutral
Im just to far from where you are I wanna go home,positive
 Yeah I just accepted UBCs offer last night but I dunno if Ill still make it in because Ive been slacking off a lot lately,negative
 Oh whoops my bad,negative
i love all da sexy ladiez ya beautiful unique and sexy and smart dont let a  call u a  cuz ladies ya worth then dat i mean it,positive
 here btw this is not a bot,neutral
 have fun tonight,positive
 Didnt think of that  Why cant people just be nice Why would anyone think its ok to say that much less make a movie,negative
 I was only  Cambie just slightly before the event then had to leave  Waiting for feedback though Ill keep u posted,neutral
Just got up from a nap Relaxing for the night,positive
 You must be scared to be trolling here You guys are so sad   tcot right,negative
Hm Have you ever realized how incredibly overrated Tokio Hotel is becoming It makes me sad,negative
Getting ready for college I had a good sleep  rainy day today I love it,positive
 yeah xD were so close already xD i can talk to u about anything  i love u gurrl ,positive
   you deserve so much better hang in there good things come to those who wait,positive
 i miss that too,negative
 its cuz you love me dont make me sad,neutral
       BasaraValkyria ChroniclesRequiemForThePhantomEdenOfTheEast,neutral
 Im sure  will  out and play Im workin through til midnight,neutral
Your gonna miss this Your gonna want this back Your gonna wish these days hadnt gone by so fast  So true I already miss this year,negative
yay back at home,neutral
On the plane to yosemite Forgot my laptop at home,neutral
wow serious hard time sleeping on a decongestant and its keeping me wide awake I JUST WANNA SLEEP,negative
 So long as they hold your wine without tipping,neutral
 and by the way its short stack not sway sway  sway sway baby is a song of theirs,neutral
 MISS YOU TOO,negative
car just drove past my house blasting celine dions its all coming back to me now,neutral
wants to see  Maniacs Why won come through the post,neutral
woken up by mum work,neutral
gonna head to bed then work then moncton to see Jill,neutral
 I read them a couple of weeks ago  They work really well with the movie,positive
didnt cry at the end but was very sad to see the last episode of ER man that was a good series,neutral
 oooh sounds yummy  If you get a chance to take some pics  please add them to the website as we dont have many pies on there,positive
      Thx all  its a  capacity bought second hand,neutral
 CongratulationS Great funky site U did it waaw,positive
While  on vacation  having golden times spamming Google by  redirects ,positive
 Make sure you come back and comment again,neutral
 No twitpic  lol,neutral
 No you are not having my favorite drink without me  lol,neutral
Planning a road trip down to San Diego With a detour into Vegas to celebrate my birthday Too bad its  wks away  I want to go now,neutral
Is off to meet my folks after a whilegonna b a working weekend too,neutral
UP is out today Why why why why does my head hurt so badly   I want to see it,negative
Sorta needs to somehow forget that its  in LA practically during my ethics exam and selfimposed revision time,neutral
 yeah I guess so  it makes me very sad though becase the disc is scratched,negative
Wheres my bus I want to go home,neutral
 that would be lovely alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones,negative
 Im feeling much less alone now in my love for Fitzcarraldo most people I mention it to have no idea what I am talking about,negative
happy mothers daaaaaaaaay,positive
Got back and putting in the laundry We got in there last  o well as long as its clean ,neutral
Traffic is down to a crawl on  right now,negative
 I was saying the same thing yesterday So I droped  tweets No the smarted thing bussiness wise but can find real people,neutral
Ill try to put together a list for a portfolio to put together along with a little bio on myself in my free time school is stating,neutral
 no not proper my dog barks too much  jumps up  its all my fault for not being strict enough,negative
i need people to talk to me please im very bored  x  follow me,negative
  Session almost over,neutral
Cullen lol  emmett wont do a dance off again,neutral
Finally made it through Dead Space that only took half a year,neutral
 Im feeling sad not likeing my new haircut,negative
 Hahah thanks for the Tradewinds Odyssey bump,positive
 Ill have to add your shop to my favorites I love your needle wraps Right now my needles are all in a mess in a basket,positive
 Why arent you at blue martini with me,neutral
hearing the birds chirp makes me think its nice outsidewell its not  rain rain go away,positive
Trying to stay awake  Anyone have any tips how to keep yourself awake ,neutral
yeah  just bought tickets for Pearl Jam in August,neutral
Cant sleep  morning will come to soon Have to rest It will be a new day A perfect day to start new changes,neutral
Watchin JONAS,neutral
i feel super sick,negative
x all three are in the first  weeks of june for me,neutral
 i gotta say im a little jealous,negative
 Yea D means direct so only u and whoever u send it to can see it  But u can only direct msg someone whos following u,neutral
 I was just thinking that,neutral
  Who was it that said Vive le difference to me only the other day ,neutral
Surgery when I wake up,neutral
Oh yeah MY LAPTOP IS FIXED Shame my internet is still  and slow,neutral
 thank you dearie  I just followed dome of them on there too,positive
Today was fun  I  meeting boardies The acoustic set was just soo phenomenal,positive
doesnt kno wat to do now ER is over  saddo,negative
  i hope you hoes are having so much funnot TOO much without me though lol,positive
 Im sorry darling Im all over the place tonight I didnt mean to neglect you,negative
Apple is also rotten in the center just my luck,negative
i want so bad to go to the mcflys concert  anybody up to go with me,positive
 I jus spoke  my lawyer if I blow trial ,neutral
needed my semi best friend to go shoe shopping with me tonight Alas he is nowhere to be found,neutral
 cheese and onion crisps are the best  alice or rosalie cullen ,neutral
 i forgot the yardsale event ooh how pity i am,negative
au my pleasure hey it was played at my going away from nz party back in  lots   so it is burned into my brain,positive
 I appreciate your kind words I am glad that the words resonate with you,positive
BARA  CLOSETS ADVENTURE AGGGHHHH ENOUGH Muak mcm baby Gary ku sudah,neutral
 ngobrolin favorite bands at the moment cii kesian ya kamu speakernya rusak HAHAHA  benerin dong ci,positive
miss my best friend won tickets to see them from kiis fm,neutral
sitting in awe that the price to renew my laptops warranty has doubled in a matter of weeks,negative
still awakedoing my assignments and playing virtual farming,neutral
Off from work now,neutral
is so hungover what a crazy night im also in the bad books with mother,negative
I need to go to sleep before  tonight   So exhausted,negative
 I guess youre responding to me about DC If thats the case,neutral
 Rocket surgery hey HAHA I thought it was rocket SCIENCE Oh is that all I knew that I swear Thank you,positive
ive got a headache now,negative
 you really chose the wrong time of year to do this didnt you,negative
HotSawce owwwwww gooood morning,positive
 just wanted to say hello,neutral
 I wana be there num  fan  sharsies,neutral
 yeah still waitin,neutral
  You cna get em for about Ã¯Â¿ but Ive got one for Ã¯Â¿ which is Asus same as lappie,neutral
THANKS GUYS  FOLLOWERS,positive
i am so bored,negative
 thanks for following it means a lot to me  i love hey monday,positive
love the sweet gnights every night,positive
is bored hehehe  i hate IPT,negative
 you stopped followin me,neutral
Mo williamssssss,neutral
 i havent got poked much,negative
im joining twitter  lol,positive
 Thank you very much Rex for FF,positive
THE SUN IS SHINING THE SKY IS FACKING BLUE TELETUBBIES I HAVE TO  WORK,negative
 um Mr Deadly Sir  Can You Please Follow Me On twitter ,neutral
Watched Adaptation Interiors and The Women  All in all good movie night Breakfast with dad and kelley in the morning,positive
 LOLL im a college girlbahahah i love these blogs theyre so funny,positive
good topics and ciggarettes,positive
 i chewed up a Starbucks and a Subway gift card at Christmas time I got in big trouble I not allowed near purse,negative
Happy Mothers Day to all the Ladies With all the moments we cherish with our children today let those moments cherish you in return,positive
Done with HWgonna read a bit then pass out Got a cool week to look forward too in between all the mayhem,neutral
 aw poor u   DONT let her get  u just ignore her n keep ur head held high she iz just immature lil girl lol,negative
 Yup  lol SWEET YEAR  haha,positive
listening to the new demo This song is going to be fantastic once its done,positive
 hey beautiful whats up,positive
is having a lazy sunday,neutral
i really miss my satan kitty,negative
 my gut feel says its gonna be a boy ababa,neutral
 yup studying At least Im trying to Trying to let the stuff I read enter my brain permanently,neutral
Goodnight world and all who inhabit it,positive
still aint get my vanilla frosty yet,negative
knows its all going to sort itself out,positive
lost my keys at the mall took me  mins to find them,negative
Having rice crispies this morning  Brings back some good memories,positive
Google Chrome forgot what everything looks like for some reason,negative
Immediately regretting my decision to come into the office today miss my bed,negative
Finally watched the last couple episodes of The Office on NBC  theofficenbc   I now understand why Gervais stopped after  seasons,neutral
I had a horrible dream  it had to do with a scary face now im awake for the rest of the night God dammit ,negative
 Yes Cathy  Ordinarily I dont have much of a problem with naked girls chasing me however  ,positive
Going out A barbeque maybe,neutral
You fooled me,neutral
 Lucky you  I face south so I can hear them and see them reflected off Phillips Point,positive
cant find my trusty hair tie  My hair will spill all over the place when I runMoms bands doesnt work for menormal ones hurt,negative
Ppl dont miss out on me on this Follow Superstar Sunday,neutral
juneau I did until my parents got all fd up and I started comforteating,negative
 days left of school  For Bryce and Tyler thats  more days of elementary,positive
 So sad Your mom must be very shaken up Peace and strength to her and the dear family that lost their little girl,negative
 Maaan if I was in pain Id come I wanna come  eat some  me lol rolls eyes,negative
Sitting outside in the cold by the ocean with a glass of wine,positive
 wats i got luck for u guys to beat la lol i would like to see this best wishes to the denver nuggets but my cavs are done,positive
 come back to Perth     I missed the show here,negative
Stupid sun i  actually have to work now,negative
 Red wtf happened to dark blue  black stripes,negative
Happy Mothers Day to every single mom out there I love my mommy,positive
Im so depressed right now IDK,negative
just realized i have  followers HEY GUYS,neutral
Not to worry noone got that one Next question starts in  minute get your thinking caps on,positive
twitter is trippin right now with my pic,neutral
I promise to post new mini magical village today the weather is perfect for it   See preview here ,positive
Home with Maddie  Im tired Goin to bed afterwards,negative
 I created a monster bwahaha oh and I got your baby home safe and sound,positive
i am going to be disgraced with myself for life if i dont make it in next year being a perfectionist sucks good luckkkk,negative
goin to work,neutral
Logos nope my computer right now is in need of a power supply so im useing an old office machine,neutral
 Its going to be a fun night and Im helping host it,positive
Going to REtake my Softball photo because Patricks Studio is a piece of  Back here for chores Some Friday huh,negative
I have two hours to wait for my tire to get repaired,neutral
 thats real geek talk hahaI feel you,positive
 aww that is sad,negative
Its hard to tell But I think Im right   I hope,neutral
wanted to go to the clubdancingbut now iÃ¯Â¿Â½m tired anyways i have to go to work tomorrow,negative
anke Whats wrong with the ski slopes of MK Theyve got coffee shops as well yknow,neutral
 i love the cheesey ones and the cool orignal ones     skips i have when my brother has them got to try them u c haha,positive
In the arts having coffee and cake,neutral
 thanks for teaching me how to play a part of that song,positive
Btw that song is youll always find ur way back home by hannah montana,neutral
I can safely say I wont be a euro winner this week,neutral
but I keep updating,neutral
 i was right about the wave off,neutral
i just realized today was my last day to see my best friend tanner im goin to miss him so much,neutral
The Veronicas are gonna rock the stage tomorrow  HAPPY MOTHERS DAY EVERYONE,positive
Im hurtling headlong into a day of spanish and art but my view is after tomorrow its just REVISION and extra frees,negative
 no stay and play,neutral
 im hungrybut theres no food at mah house,negative
Nothing to do Just sitting here I can see Mrs P and her husband,neutral
karma is a   i just got hung up on  lol im still a big dawg though,neutral
Greenville Drive games just arent the same without the Baseball Guy clown,negative
 in that case thats a stupid move  I thought they were being BA,negative
Why are we busy ugh I have the largest headache,negative
 I absolutely LOVE you  Thanks,positive
At ihop with the bestiesminus one  wheres the dr At work of course,neutral
 You the other crew and COB tried your hardest to put on great shows and fans all appreciate it Tell Alexi get well soon  MH,neutral
HAHA Follow john mayerhes a pretty funny guy  I want to move to LA  its so much more fun,positive
 Dont leave forever Well miss you too much,negative
 now Eating and meeting at the same time sigh well well I want to start work out too but will have to wait move to my new house,neutral
 Me too  Wonder if Mnet will show it,neutral
 I hope filming is going well  Im new to the whole Twilight phenomenon they couldnt have picked a better vampire,neutral
 its a hott tuuneee,neutral
  oh hi terri good now what about you any good gossip,positive
Breaking the daily build broke my daily plan as well,negative
 Should be drank with sugar and milk not coffee You have coffee on my brain,neutral
 Im there all weekend expecting it to be way too hot,neutral
why does my body decide NOW is a good time to wake up every morning at  Maybe Dean will wait for me in my dreams,positive
Got up early did a  ton now im headed to cherokee park to run  and walk ,neutral
Not actually managed to purchase anything from the ovi store yet Constant server error on check out,neutral
Come join the fun as I through out the first pitch at the Legends game May    pm   ,neutral
 Defeated by a Polo,negative
Why doesnt McDonalds make PINEAPPLE pies,neutral
has spent the last two weeks attempting to grow a beard from scratch but fears it may look a bit rubbish  ,negative
 your welcome,neutral
 i do i do i feel absoulutley fine,positive
really wants a puppy,neutral
its raining,neutral
 they are all over one is a fan with a vip and the other one is the winner of the twisted vid  het si weer eens raar gelopen chaos,positive
Ok hubby really isnt going to be logging off anytime soon  what to do what to do,neutral
first time,neutral
How Do You Sleep  Jesse McCartney,neutral
if you cant hide the tweetie icon why not change it   ,neutral
Jason Mraz is still serenading me while I read Judicial Supervision of Executive Action in the Commonwealth Caribbean  BBL,positive
 then i kill Bradies gf and have Bradie,negative
 I knew my mom loved flowers and she loves the Rieger Begonia so hanging basket seemed perfect,positive
Happy Mothers day  ,positive
Yep this is about as boonies as it gets if you look at the map   In transition Gotta find a place and a job  ,neutral
 Why arent you coming to Montreal,neutral
 yeah,neutral
learning for school now ,neutral
Goodnight  Happy Mothers Day,positive
 You better believe it   and I wouldnt miss it for the world,positive
end of work Thank God I accomplished a number of things  ,positive
 D indeed,neutral
Anderson your tweets were awesome   the heat Thats what dencorub is for,neutral
 I really like pink after I saw her live while in the new TMOBILE Advert,positive
going to london,neutral
 Will do  promise  thanks,positive
I wanna go shopping I dont get paid till next week,neutral
Its a Bank Holiday If youre happy and you know it CLAP YOUR HANDS,positive
 aw man im sorry I have logical reasoning I promise I had to study in order to tutor my new student  me,negative
 ive been up most of what normal ppl consider the night  no problem going to sleep but nightmares been waking me up,neutral
Oh ouch That hurt   washing machine is out to get me  ,negative
  My day was good  Spent the day catching up on sleep relaxing kind of a lazy day hehe oooo shopping How did you resist,neutral
 youre welcome char glad you liked the cake its pretty simple you should give it a try,positive
 Were you going to come The venue said that they couldnt afford to open so cancelled it I wish we were there now,negative
wide awake ready for the big shopping trip hope I get tones of sweet dealz and lots of fancy clothes,positive
Thank you guts for  followers It means a lot,positive
why does everyone sing playback at the Comet,neutral
 You got it YAAAY I was really worried your phone wouldnt fit so glad it does  Happy Mothers Day lol,positive
  I could go for some Lulus or Slanted Door right about now  Tomorrow is the Farmers Market right,neutral
Whoever u are and wherever u go always remember where u come from,neutral
 WHY DIDNT I SEE YOU,neutral
 hehe indeed it is I actually nearly changed my bio to just Dont Panic but I wanted to keep in the freehugs,neutral
Twitter criado,neutral
it might be sunny today but alas new product must make it to Etsy,neutral
 that is awesome  spent the day studyin chillin a lil  goin to bed its slowly gettin colder in Paraguay winter is comin,positive
Bailon talk with your HIPS,neutral
I miss the seniors already,negative
bout  watch a movie nd drink wit martin nd leslie,neutral
still no eat still in office and now i get sick throat  days before i leave for an air condition throat killing tour bus,negative
  really Ur getting rid of it Thats sad,negative
What Butbutthe Nurburgring  why is it so good ,positive
 I sound really Brummie lol but most of all I just hate looking at myself,negative
AliceV No  None in the house and Im not sure i should drive to the coffee stand Its worse than I thought it would be,negative
Off to take a math quizon a fridaybooo,neutral
 anything  bookmark  keychain  surprise me,positive
 Gonna watch JT on SNL tonight  not a fan of his music but think hes hilarious  in my Pants  WAY too funny,negative
Anyone want my chocolate nutella mochi Its just gonna go to waste,neutral
 i live in manchester england but still have never been to london,neutral
DIG up late again I see  You missed a great time at Donnys birthday remember to call him on Monday,neutral
may the  be with you HAPPY STAR WARS DAY,positive
Ive gotten so much packed up already lmao well little  anyway Either way I have a good start,neutral
angry sad happy excited i hate how my moods change  right now i am immensely sad ,negative
Bom dia Good Morning Guten Morgen I am returning to Twitter,positive
bummer my phone gets disconnected on the weekend of my birthday darn ,negative
 Yay I am not the only Eurovision fan on twitter  ,positive
 well then close your pretty eyes and count boring sheep  youll be sleeping in no time,neutral
why do i think i have to take medicine cuz i was laughing to hard my head should not be in this much pain i thought laughter was gud,neutral
Today I wrote two songs one for temple which I will probably never perform ever and one for mothers day Happy vesak everyone  rena xoxo,positive
maybe someday i lova ya friends my computer sucks  listening to  tomorrow meet my bbff,neutral
Its called communifuckingcationlearn it know it do it These stupid  people,negative
 Makes me wish I had dogs instead of cats,negative
  Yeah hopefully but if not then maybe  i can save up and get it for christmas  we will find out,positive
just woke up still in bed  sundays r the  its the do nothing day of the week,neutral
  I think  did an amazing presentation about the whole keeping review items and tax thing at BlogHer   Shes awesome,positive
 me and Arlando are totally done I havne talked to him in a LONG timeNow I just have to find a worth while man,neutral
 HELLO friend Welcome to Twitter,positive
Eating pringles at nearly  AM really reminds me  of touring with the Jonas Brothers dont askI miss that so much,negative
i dont like being sick when the guidance counsellor is supposed to take me   other kids out of school for bowling  pizza,negative
Forced to eat red hotdogs coz Im starving and theres nothing else for breakfast Ick,negative
Played DD on the bank holiday  was nice got many XP  And killed a blob Actually two though the  had tentacles,positive
traveling alone makes i meet new peoplenew circle strangers become friends,positive
 Then you might enjoy this one too  ,positive
x Hey Cameron I know it was amazing and I have sunburn too  So my mum isnt happy   my throat kills   Still  it,neutral
Just got home from another amazing night,positive
x when my brother is  i will have moved,neutral
Im uploading some videos to youtube will give link once I get more loaded Variety from my daily life not amazing but fun to watch,neutral
Eww town fair tire smells horrible Its making me sick,negative
 No clever headline Sorry  Salt Lake City  ,negative
Happy Mothers Day  I lovee you mami,positive
fire and rain by james taylor fits the style i need for my SA audition perfectly but i cant find a karaoke track in a high enough key,negative
excited how the jon does will do today  Good luck guys ,positive
Ouch Stomachace I ate a lot,negative
 no I was too slow  I hate getting the trailhead then not getting in,negative
  gutted i miss that the one night i try  leave early  lol friends visitin were tired haha,negative
Oh dear  bgt,neutral
made a new youtube background in photoshop   thanks to ,positive
wish i can be with her every day,neutral
must be time to go home  yes indeedy,neutral
Where is Teng,neutral
 hey chutti was very tiring and have to travel again tomo  how was your Friday,negative
   So this is where youre getting the  for the island,neutral
 Well yeah the hormone things basically a given  thought he had misbehaved specifically to upset your mom and you,negative
grreverytime he gets a new girlfriendIm at the bottom of the totem pole,negative
 oh i read that,neutral
 Its simple for those who know how to use it hahaa im glad youre okay   x,positive
Cat  we all know and yes dont remind me im so effin jealous   aust some times,negative
 Yeah same,neutral
Doesnt have to go to work tomorrow Good times Revision though,positive
super bored on a friday night,negative
feels very very sick  hmph,negative
  KIISFM hey I cant seems to get ryans show online whats not right then,neutral
I worked more today than I did yesterday but my time card says that I worked the same  oh well Hello weekend,neutral
My guitar aint herew yet feel like i lost a limb,negative
not having a good dayone bad thing after another,negative
had a horrible sleep  in a rather bad mood,negative
its pretty cold outside  today i got another exam,neutral
 when in doubt go with the instincts,neutral
 Cavs has the easier route than Denver,positive
Good afternoon all Sorted technical glitch A rainy BH monday so a lazy day then daughters and their menfolk round for a roast dinner,positive
Running errands with my little man Maybe he wont act like a  year old today,neutral
   looks exactly like I do when I get that GH guitar in my hand,neutral
why nobody write with me  ,neutral
Why am I posting so late Just got back from seeing Star Trek It was so awesome,positive
Off to school so tired didnt hear the  texts i had last night lol  Still tired but i love Jesus Christ,neutral
im gettin off nd watch a movie nd have a couple of drinks nd shots   ill try  get get back on if i can,neutral
in ITlesson at school and eating salad,neutral
 just answered you never learned how to write in French just basic stuff,negative
Epic ocd moment I deleted my sims file that i spent hours building just because i set his favorite food wrong,negative
Im a genius  put rug in washing machine left folding door half open machine moved now door wont close or open shaking head,neutral
 WHAT THATS NOT FAIR I CANT VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE ,negative
Just got back from  run  It was really good,positive
 I dunno man How bout some wendys mmmmmm we dont gots that in Htown,neutral
I ran outta bathroom passes  maybe mrs French will be nice today,neutral
i hate the fact that it is so nice outsidee and im inside doing revisionn,neutral
Ugh my neck really hurts  Im out aquatards xox,negative
 your knowledge of Xmen is starting to scare me,negative
I am watchinggg the new video of  Its sooo good  Addicted,positive
god it pisses me off that i always enter comps  never winI am such a sore loser,negative
 I had curry shrimp yesterday lol I love seafood,positive
 me too except move that  to ,neutral
Hellooooooo Whats the scene people ,negative
  tee we beefinwhat was u supposed to do before leavin,neutral
